date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-06-11,23,21.3,26.8,2,0,250,9.6,,1015.6,
2020-06-12,24.6,20.2,29,0,0,290,7.4,,1017.9,
2020-06-13,20.6,16.3,25.2,0,0,337,9.6,,1021.5,
2020-06-14,18.5,14,24,0,0,70,13.1,,1027.8,
2020-06-15,19.2,16.8,22.9,0,0,77,13.8,,1029.1,
2020-06-16,20.1,16.8,24.6,0,0,63,12.5,,1028,
2020-06-17,20.2,17.4,25.7,0,0,61,16.1,,1024.6,
2020-06-18,20.6,18.5,24,0.3,0,124,11.7,,1021.9,
2020-06-19,21.9,17.9,26.8,0,0,212,8.5,,1020.1,
2020-06-20,23.8,20.2,29,0,0,256,7.1,,1017.9,
2020-06-21,24.4,20.2,29.6,0,0,240,6.2,,1016,
2020-06-22,25.7,21.3,31.8,0,0,200,9.3,,1014,
2020-06-23,25.2,22.4,28.5,0,0,159,9,,1008.9,
2020-06-24,26,22.9,29.6,0,0,248,12.8,,1006.5,
2020-06-25,24.7,21.8,29,0,0,227,8.6,,1014.2,
2020-06-26,25.1,20.2,30.2,0,0,264,8.8,,1014,
2020-06-27,23.7,21.3,25.7,2.5,0,263,8,,1009.1,
2020-06-28,25.4,21.8,30.7,0,0,273,7.9,,1006.9,
2020-06-29,24.9,21.3,31.3,0,0,338,6.3,,1009.2,
2020-06-30,22.7,20.2,26.8,36.6,0,34,5.9,,1012.1,
2020-07-01,22.4,19,25.2,5.8,0,3,9,,1011.7,
2020-07-02,26,20.7,31.8,0,0,330,11.5,,1009.9,
2020-07-03,27.4,22.9,32.4,28.2,0,329,11.2,,1010.1,
2020-07-04,24.2,20.7,30.7,0,0,87,10.7,,1013.1,
2020-07-05,26.5,21.8,33.5,0,0,251,6.6,,1014,
2020-07-06,25.7,21.8,33.5,14.7,0,136,8.6,,1016.7,
2020-07-07,24.6,22.4,27.4,0,0,117,11.8,,1019.1,
2020-07-08,25.4,23.5,29.6,29.2,0,189,5.6,,1016.2,
2020-07-09,26.3,22.9,31.3,0,0,167,8.5,,1015.6,
2020-07-10,23.9,22.9,25.2,70.6,0,52,19.8,,1010.4,
2020-07-11,25.7,22.9,30.2,22.6,0,195,14.1,,1005.3,
2020-07-12,26.9,22.4,31.8,0,0,246,14.9,,1006.4,
2020-07-13,26.8,22.4,31.8,1.3,0,274,9.7,,1008.9,
2020-07-14,26.6,21.8,31.3,0,0,314,7.3,,1014,
2020-07-15,24.6,22.4,28.5,0,0,91,12.9,,1021.5,
2020-07-16,23.1,21.3,25.7,0,0,138,13.1,,1025.7,
2020-07-17,24.5,20.7,30.7,1.8,0,170,8.3,,1020,
2020-07-18,27.9,23.5,34.6,0,0,326,4.3,,1017.4,
2020-07-19,28.6,24,34.6,0,0,231,10.5,,1013.7,
2020-07-20,30,26.3,34.6,0,0,260,9.5,,1010.9,
2020-07-21,29,26.3,33.5,0,0,147,6.3,,1015.7,
2020-07-22,27.4,22.9,34,24.9,0,281,6.9,,1016.3,
2020-07-23,26.2,22.9,31.3,0,0,244,11.6,,1016.5,
2020-07-24,24.6,22.9,26.3,54.4,0,38,10.4,,1018,
2020-07-25,27.1,23.5,31.8,0,0,253,7.6,,1018.6,
2020-07-26,29.1,24.6,34,0,0,249,12.5,,1015.4,
2020-07-27,29.9,25.2,34.6,0,0,248,18.4,,1009.9,
2020-07-28,29.4,26.3,32.9,3.6,0,265,10.8,,1008.9,
2020-07-29,28.6,24.6,32.4,0,0,264,5.9,,1012.5,
2020-07-30,28.8,25.2,32.9,0,0,266,12.2,,1010.5,
2020-07-31,24.3,21.8,27.9,27.9,0,85,8.2,,1009.9,
2020-08-01,26.8,22.9,32.4,0,0,240,8.3,,1013.4,
2020-08-02,27.7,24.6,31.8,0,0,169,13.1,,1012.9,
2020-08-03,28,23.5,32.4,8.6,0,246,12.4,,1015.8,
2020-08-04,24.7,21.8,26.8,18.3,0,158,19.1,,1010.2,
2020-08-05,26.9,23.5,31.3,0,0,258,11.5,,1015.7,
2020-08-06,25.1,23.5,27.9,0,0,77,7.5,,1019.3,
2020-08-07,23.8,20.7,26.8,15.2,0,54,11.4,,1019.9,
2020-08-08,24.7,22.4,30.2,0,0,57,8.2,,1020.6,
2020-08-09,26,22.4,30.7,0,0,212,12.2,,1018.9,
2020-08-10,28,23.6,32.9,0,0,230,12.6,,1016,
2020-08-11,27.6,24.6,31.3,1,0,196,12.2,,1014.2,
2020-08-12,27.4,25.2,32.9,0,0,223,9.4,,1015.8,
2020-08-13,25.1,22.9,25.7,12.4,0,23,8.6,,1018.5,
2020-08-14,26.9,23.5,31.3,0,0,48,13.8,,1016.1,
2020-08-15,25.4,22.9,29.6,0,0,52,15.5,,1015.8,
2020-08-16,21,20.2,22.4,3.6,0,33,19,,1014.6,
2020-08-17,22.7,19.6,28.5,0.3,0,337,8.5,,1012.8,
2020-08-18,23.9,19,29.6,7.1,0,277,7.1,,1011.1,
2020-08-19,23,20.2,26.3,5.3,0,14,7.6,,1013.5,
2020-08-20,23.7,19,29,0,0,348,7.4,,1017.2,
2020-08-21,25,20.2,30.7,0,0,246,12.8,,1014.7,
2020-08-22,26.3,22.9,31.3,0,0,232,10.2,,1013.9,
2020-08-23,26,22.9,31.3,0,0,196,8.8,,1017.2,
2020-08-24,27.4,23.5,31.8,0,0,245,7.8,,1015.4,
2020-08-25,27.2,23.5,32.4,0,0,264,12.6,,1009.9,
2020-08-26,23.9,20.2,27.9,0,0,307,3.3,,1013.4,
2020-08-27,25.9,20.7,32.4,8.6,0,258,11.3,,1008.5,
2020-08-28,25.1,21.8,30.7,0.5,0,238,11.2,,1009.6,
2020-08-29,24.2,22.4,27.4,0,0,242,12.4,,1002.8,
2020-08-30,24,20.2,28.5,0,0,299,4.8,,1006.7,
2020-08-31,22.4,20.2,25.2,0,0,70,10.7,,1018.2,
2020-09-01,22.8,19,27.4,3,0,109,12.1,,1019.7,
2020-09-02,23.9,21.3,27.4,2.8,0,137,9,,1013,
2020-09-03,25.8,22.9,31.8,21.6,0,311,6.4,,1008.8,
2020-09-04,25.6,21.3,31.3,0,0,282,7.2,,1011.2,
2020-09-05,23.7,20.2,27.9,0,0,301,12.2,,1021,
2020-09-06,23.2,19.6,28.5,0,0,223,10.7,,1021.5,
2020-09-07,23,20.2,26.8,0,0,206,10.5,,1019.5,
2020-09-08,23.8,21.3,28.5,0,0,297,6.2,,1021,
2020-09-09,23.9,21.8,26.8,0,0,103,8.2,,1025.1,
2020-09-10,24.5,22.9,27.9,36.3,0,2,9.5,,1023.1,
2020-09-11,23.6,20.2,26.8,0,0,14,10.5,,1021.3,
2020-09-12,20.3,17.9,22.9,0,0,77,14.4,,1025.5,
2020-09-13,21.6,17.9,25.2,0,0,107,13.1,,1020.1,
2020-09-14,22.5,17.9,25.7,0,0,321,7.5,,1019.3,
2020-09-15,17.2,13.5,21.8,0,0,5,12.9,,1026.3,
2020-09-16,18.8,15.2,22.9,0,0,206,11.9,,1023.3,
2020-09-17,21,18.5,24.6,0,0,233,9.6,,1017,
2020-09-18,20.1,16.8,22.9,0,0,7,12.2,,1015,
2020-09-19,15.8,11.3,20.2,0,0,6,12.6,,1026,
2020-09-20,15.7,11.8,19.6,0,0,21,19.7,,1032.4,
2020-09-21,16.4,12.4,20.7,0,0,16,14.5,,1033.3,
2020-09-22,17.7,11.8,24.6,0,0,336,5.6,,1019.5,
2020-09-23,21.3,15.7,27.9,0,0,284,4.2,,1011.8,
2020-09-24,20.8,17.4,24,0,0,272,6.6,,1015.2,
2020-09-25,20.5,17.4,25.2,0,0,211,5.9,,1018.8,
2020-09-26,20.6,18.5,23.5,0,0,100,8.4,,1018.7,
2020-09-27,22.2,19.6,26.8,1.3,0,91,7.3,,1015.2,
2020-09-28,22.3,20.7,26.3,0.5,0,161,10.7,,1012.9,
2020-09-29,21.3,20.2,22.9,19,0,150,7.5,,1010.9,
2020-09-30,19.2,16.3,21.8,18.5,0,229,21.1,,1005.8,
2020-10-01,18.9,16.3,22.4,0.5,0,254,15.6,,1012.9,
2020-10-02,16.8,14,20.7,0.3,0,268,8.7,,1015.5,
2020-10-03,16.4,12.9,20.7,0,0,296,7.2,,1022,
2020-10-04,14.1,8,20.3,0,0,50,9.7,,1023.1,
2020-10-05,16,10.3,21.4,0,0,11,10.8,,1020,
2020-10-06,17.6,14,21.8,0,0,253,11.7,,1019.1,
2020-10-07,18.9,15.7,23.5,0,0,245,16,,1008,
2020-10-08,16.3,13.5,20.2,0,0,296,7.1,,1014.6,
2020-10-09,16.5,11.8,22.4,0,0,248,10.6,,1021.8,
2020-10-10,18.4,15.2,21.3,0,0,248,18,,1016.3,
2020-10-11,18.2,16.3,19.6,0.3,0,27,14.5,,1018.8,
2020-10-12,12.7,11.3,16.3,20.1,0,38,26.9,,1021.2,
2020-10-13,14.3,12.9,15.7,6.4,0,356,12.1,,1012.3,
2020-10-14,16.1,12.4,21.3,0,0,247,9.9,,1015.1,
2020-10-15,18.1,14.6,22.9,0,0,192,11.6,,1016.1,
2020-10-16,14.6,10.7,18.5,24.9,0,317,7.6,,1017.9,
2020-10-17,12.7,8.5,17.9,0,0,302,7.6,,1025.3,
2020-10-18,14.1,10.7,17.4,0,0,88,10.3,,1030.9,
2020-10-19,14.2,8.6,19.1,0,0,83,10.8,,1026.8,
2020-10-20,17.7,15.7,22.4,0.5,0,46,5.5,,1024.3,
2020-10-21,17.8,15.7,22.4,0,0,91,4.4,,1024.8,
2020-10-22,18.5,17.6,19.6,0,0,305,4.3,,1023.6,
2020-10-23,17.6,16.8,20.2,0,0,136,5.5,,1022,
2020-10-24,17,11.8,22.4,0,0,245,6.9,,1015,
2020-10-25,10.7,8.5,12.9,1,0,22,15.6,,1023.3,
2020-10-26,13.2,11.3,15.2,1.8,0,31,13.1,,1021.7,
2020-10-27,14.4,12.9,15.7,0,0,333,6.6,,1021,
2020-10-28,13.3,11.8,14.6,2,0,324,8.7,,1017.2,
2020-10-29,11.4,8,13,40.4,0,24,18.4,,1008.1,
2020-10-30,7,5.2,9,17.8,0,13,16.6,,1012.5,
2020-10-31,3.5,-0.3,8,0,0,44,9.4,,1031.3,
2020-11-01,10.6,7.4,12.9,9.4,0,201,13.7,,1016.7,
2020-11-02,6.7,4.6,9.6,0,0,273,13.9,,1010.1,
2020-11-03,9.2,5.2,13.5,0,0,280,18,,1017.2,
2020-11-04,12.1,6.3,19,0,0,128,11,,1030.7,
2020-11-05,14.5,10.7,20.2,0,0,218,9.4,,1029.2,
2020-11-06,16.3,12.4,22.4,0,0,256,9.9,,1025.1,
2020-11-07,17.5,12.4,24.6,0,0,252,9.5,,1024.7,
2020-11-08,16.7,12.4,24,0,0,265,5.4,,1027.5,
2020-11-09,17.1,11.3,25.2,0,0,308,5.6,,1026.6,
2020-11-10,18.1,14,22.9,0,0,213,9.6,,1022.4,
2020-11-11,18.6,17.4,20.7,16,0,194,8.7,,1016.6,
2020-11-12,13.7,9,19,4.1,0,353,13.3,,1015.1,
2020-11-13,10.1,9,11.8,3,0,347,10.9,,1016.1,
2020-11-14,10,7.9,13.5,0,0,297,8.2,,1021.2,
2020-11-15,11.2,6.8,16.3,1.8,0,105,19.4,,1017.2,
2020-11-16,10.9,9,12.9,0,0,260,21.6,,1013.4,
2020-11-17,7.2,4,9.6,0,0,273,8.8,,1015.9,
2020-11-18,2.6,0.7,5.2,0,0,315,7.9,,1030.7,
2020-11-19,4.9,0.2,9.6,0,0,219,15.7,,1034.3,
2020-11-20,11.6,7.4,17.9,0,0,218,13.7,,1027.5,
2020-11-21,13.2,10.2,19,0,0,293,7.9,,1027.3,
2020-11-22,10,7.4,13.5,0,0,44,20.5,,1028.2,
2020-11-23,11.2,6.3,14.6,11.7,0,284,7.3,,1015.9,
2020-11-24,7.8,5.7,11.8,0,0,309,9.4,,1026.6,
2020-11-25,10,7.9,11.8,0,0,273,8.4,,1026.6,
2020-11-26,14.7,12.4,17.9,16.5,0,230,9.2,,1017,
2020-11-27,12.6,10.2,16.3,0,0,278,8.4,,1017.2,
2020-11-28,10.6,7.4,14,0,0,304,6.8,,1016.1,
2020-11-29,9.1,5.7,14,0,0,247,9.5,,1020.5,
2020-11-30,13.5,9.6,16.3,30.7,0,112,16.4,,1005.2,
2020-12-01,9.7,4,14.6,0,0,251,22.6,,1002.5,
2020-12-02,4.6,2.9,7.4,0,0,265,27,,1014.6,
2020-12-03,6.1,1.8,10.7,0,0,228,16.9,,1022.5,
2020-12-04,8.2,6.8,10.2,3,0,246,12.7,,1017.7,
2020-12-05,6.7,4,9,24.6,0,337,10,,1006.4,
2020-12-06,3.9,1.3,7.4,0,0,292,6.4,,1009.7,
2020-12-07,2.6,0.2,7.4,0,0,295,9.7,,1008.6,
2020-12-08,0.5,-1.3,3.6,0,0,330,18.7,,1008.3,
2020-12-09,1.9,1.3,2.9,1.5,0,259,17.2,,1010.3,
2020-12-10,6.3,2.4,10.7,0,0,272,8.5,,1018,
2020-12-11,8.7,4.6,14,0,0,250,8.6,,1022.1,
2020-12-12,10.7,8.5,13.5,0,0,12,9.5,,1018.1,
2020-12-13,11.6,8.5,15.7,0,0,255,10.5,,1014.9,
2020-12-14,5.3,2.9,8.5,7.1,0,334,7.5,,1014.2,
2020-12-15,2.8,1.3,6.6,0,0,308,19.1,,1024.6,
2020-12-16,-0.7,-2.1,0.7,9.9,0,35,27.7,,1025.4,
2020-12-17,-0.3,-3.2,2.4,14.7,280,2,14.8,,1012.9,
2020-12-18,-0.8,-2.6,1.3,0,180,2,7.3,,1025.2,
2020-12-19,-1.4,-4.3,0.7,0,180,340,8,,1028.9,
2020-12-20,1.8,-0.4,4,0.3,180,345,5.9,,1021.3,
2020-12-21,4.8,3.5,8.5,0,130,282,8.1,,1010.5,
2020-12-22,5.3,2.9,8.5,0,50,255,8.2,,1011.1,
2020-12-23,4.8,2.9,7.4,0,0,218,8.1,,1027.8,
2020-12-24,11.2,5.2,14,10.9,0,139,12.5,,1018.6,
2020-12-25,8.7,-0.4,14.6,16.8,0,183,23.5,,1002.1,
2020-12-26,-1.7,-3.7,1.3,0,0,262,25.3,,1013.4,
2020-12-27,0,-3.7,5.2,0,0,223,10.9,,1025.2,
2020-12-28,6.4,1.8,11.8,0,0,199,9.3,,1022,
2020-12-29,3.4,-0.4,5.7,0,0,301,6.8,,1028.7,
2020-12-30,1.9,-1,4.6,0,0,222,12,,1028.9,
2020-12-31,5.9,2.9,8.5,15.2,0,296,15.5,,1020.7,
