"TIME","GEO","SEX","AGE","UNIT","Value"
"2006","Slovénie","Total","Moins de 1 an","Année","78.3"
"2006","Slovaquie","Total","Moins de 1 an","Année","74.5"
"2006","Saint-Marin","Total","Moins de 1 an","Année",":"
"2006","Turquie","Total","Moins de 1 an","Année",":"
"2006","Ukraine","Total","Moins de 1 an","Année","67.9"
"2006","Royaume-Uni","Total","Moins de 1 an","Année","79.5"
"2006","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2007","Andorre","Total","Moins de 1 an","Année",":"
"2007","Albanie","Total","Moins de 1 an","Année",":"
"2007","Arménie","Total","Moins de 1 an","Année","73.6"
"2007","Autriche","Total","Moins de 1 an","Année","80.3"
"2007","Azerbaïdjan","Total","Moins de 1 an","Année","72.8"
"2007","Belgique","Total","Moins de 1 an","Année","79.9"
"2007","Bulgarie","Total","Moins de 1 an","Année","73.0"
"2007","Biélorussie","Total","Moins de 1 an","Année",":"
"2007","Suisse","Total","Moins de 1 an","Année","82.0"
"2007","Chypre","Total","Moins de 1 an","Année","79.8"
"2007","Tchéquie","Total","Moins de 1 an","Année","77.0"
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.1"
"2007","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.1"
"2007","Danemark","Total","Moins de 1 an","Année","78.4"
"2007","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","80.4"
"2007","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","80.3"
"2007","Estonie","Total","Moins de 1 an","Année","73.2"
"2007","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","79.2"
"2007","Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)","Total","Moins de 1 an","Année","79.2"
"2007","Association Européenne de Libre Echange (AELE)","Total","Moins de 1 an","Année","81.5"
"2007","Grèce","Total","Moins de 1 an","Année","79.7"
"2007","Espagne","Total","Moins de 1 an","Année","81.1"
"2007","Union européenne - 27 pays (2007-2013)","Total","Moins de 1 an","Année","79.2"
"2007","Union européenne - 27 pays (à partir de 2020)","Total","Moins de 1 an","Année","79.1"
"2007","Union européenne - 28 pays (2013-2020)","Total","Moins de 1 an","Année","79.1"
"2007","Finlande","Total","Moins de 1 an","Année","79.6"
"2007","France","Total","Moins de 1 an","Année","81.3"
"2007","France (métropolitaine)","Total","Moins de 1 an","Année","81.3"
"2007","Géorgie","Total","Moins de 1 an","Année","74.9"
"2007","Croatie","Total","Moins de 1 an","Année","75.8"
"2007","Hongrie","Total","Moins de 1 an","Année","73.6"
"2007","Irlande","Total","Moins de 1 an","Année","79.7"
"2007","Islande","Total","Moins de 1 an","Année","81.5"
"2007","Italie","Total","Moins de 1 an","Année","81.6"
"2007","Liechtenstein","Total","Moins de 1 an","Année","81.4"
"2007","Lituanie","Total","Moins de 1 an","Année","70.7"
"2007","Luxembourg","Total","Moins de 1 an","Année","79.5"
"2007","Lettonie","Total","Moins de 1 an","Année","70.8"
"2007","Moldavie","Total","Moins de 1 an","Année","68.9"
"2007","Monténégro","Total","Moins de 1 an","Année","74.4"
"2007","Macédoine du Nord","Total","Moins de 1 an","Année","73.8"
"2007","Malte","Total","Moins de 1 an","Année","79.9"
"2007","Pays-Bas","Total","Moins de 1 an","Année","80.4"
"2007","Norvège","Total","Moins de 1 an","Année","80.6"
"2007","Pologne","Total","Moins de 1 an","Année","75.4"
"2007","Portugal","Total","Moins de 1 an","Année","79.3"
"2007","Roumanie","Total","Moins de 1 an","Année","73.1"
"2007","Serbie","Total","Moins de 1 an","Année","73.7"
"2007","Russie","Total","Moins de 1 an","Année","67.5"
"2007","Suède","Total","Moins de 1 an","Année","81.1"
"2007","Slovénie","Total","Moins de 1 an","Année","78.4"
"2007","Slovaquie","Total","Moins de 1 an","Année","74.6"
"2007","Saint-Marin","Total","Moins de 1 an","Année",":"
"2007","Turquie","Total","Moins de 1 an","Année",":"
"2007","Ukraine","Total","Moins de 1 an","Année","67.6"
"2007","Royaume-Uni","Total","Moins de 1 an","Année","79.7"
"2007","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2008","Andorre","Total","Moins de 1 an","Année",":"
"2008","Albanie","Total","Moins de 1 an","Année",":"
"2008","Arménie","Total","Moins de 1 an","Année","73.6"
"2008","Autriche","Total","Moins de 1 an","Année","80.6"
"2008","Azerbaïdjan","Total","Moins de 1 an","Année","73.6"
"2008","Belgique","Total","Moins de 1 an","Année","79.8"
"2008","Bulgarie","Total","Moins de 1 an","Année","73.3"
"2008","Biélorussie","Total","Moins de 1 an","Année",":"
"2008","Suisse","Total","Moins de 1 an","Année","82.3"
"2008","Chypre","Total","Moins de 1 an","Année","80.6"
"2008","Tchéquie","Total","Moins de 1 an","Année","77.3"
"2008","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.2"
"2008","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.2"
"2008","Danemark","Total","Moins de 1 an","Année","78.8"
"2008","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","80.6"
"2008","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","80.5"
"2008","Estonie","Total","Moins de 1 an","Année","74.4"
"2008","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","79.4"
"2008","Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)","Total","Moins de 1 an","Année","79.4"
"2008","Association Européenne de Libre Echange (AELE)","Total","Moins de 1 an","Année","81.8"
"2008","Grèce","Total","Moins de 1 an","Année","80.2"
"2008","Espagne","Total","Moins de 1 an","Année","81.5"
"2008","Union européenne - 27 pays (2007-2013)","Total","Moins de 1 an","Année","79.4"
"2008","Union européenne - 27 pays (à partir de 2020)","Total","Moins de 1 an","Année","79.3"
"2008","Union européenne - 28 pays (2013-2020)","Total","Moins de 1 an","Année","79.4"
"2008","Finlande","Total","Moins de 1 an","Année","79.9"
"2008","France","Total","Moins de 1 an","Année","81.4"
"2008","France (métropolitaine)","Total","Moins de 1 an","Année","81.4"
"2008","Géorgie","Total","Moins de 1 an","Année","74.0"
"2008","Croatie","Total","Moins de 1 an","Année","76.0"
"2008","Hongrie","Total","Moins de 1 an","Année","74.2"
"2008","Irlande","Total","Moins de 1 an","Année","80.2"
"2008","Islande","Total","Moins de 1 an","Année","81.6"
"2008","Italie","Total","Moins de 1 an","Année","81.7"
"2008","Liechtenstein","Total","Moins de 1 an","Année","82.9"
"2008","Lituanie","Total","Moins de 1 an","Année","71.7"
"2008","Luxembourg","Total","Moins de 1 an","Année","80.7"
"2008","Lettonie","Total","Moins de 1 an","Année","72.1"
"2008","Moldavie","Total","Moins de 1 an","Année","69.3"
"2008","Monténégro","Total","Moins de 1 an","Année","75.2"
"2008","Macédoine du Nord","Total","Moins de 1 an","Année","74.4"
"2008","Malte","Total","Moins de 1 an","Année","79.7"
"2008","Pays-Bas","Total","Moins de 1 an","Année","80.5"
"2008","Norvège","Total","Moins de 1 an","Année","80.8"
"2008","Pologne","Total","Moins de 1 an","Année","75.6"
"2008","Portugal","Total","Moins de 1 an","Année","79.5"
"2008","Roumanie","Total","Moins de 1 an","Année","73.5"
"2008","Serbie","Total","Moins de 1 an","Année","73.9"
"2008","Russie","Total","Moins de 1 an","Année","67.9"
"2008","Suède","Total","Moins de 1 an","Année","81.3"
"2008","Slovénie","Total","Moins de 1 an","Année","79.1"
"2008","Slovaquie","Total","Moins de 1 an","Année","74.9"
"2008","Saint-Marin","Total","Moins de 1 an","Année",":"
"2008","Turquie","Total","Moins de 1 an","Année",":"
"2008","Ukraine","Total","Moins de 1 an","Année","68.0"
"2008","Royaume-Uni","Total","Moins de 1 an","Année","79.8"
"2008","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2009","Andorre","Total","Moins de 1 an","Année",":"
"2009","Albanie","Total","Moins de 1 an","Année",":"
"2009","Arménie","Total","Moins de 1 an","Année","73.7"
"2009","Autriche","Total","Moins de 1 an","Année","80.5"
"2009","Azerbaïdjan","Total","Moins de 1 an","Année","73.8"
"2009","Belgique","Total","Moins de 1 an","Année","80.2"
"2009","Bulgarie","Total","Moins de 1 an","Année","73.7"
"2009","Biélorussie","Total","Moins de 1 an","Année",":"
"2009","Suisse","Total","Moins de 1 an","Année","82.3"
"2009","Chypre","Total","Moins de 1 an","Année","81.0"
"2009","Tchéquie","Total","Moins de 1 an","Année","77.4"
"2009","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.3"
"2009","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.3"
"2009","Danemark","Total","Moins de 1 an","Année","79.0"
"2009","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","80.8"
"2009","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","80.8"
"2009","Estonie","Total","Moins de 1 an","Année","75.3"
"2009","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","79.7"
"2009","Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)","Total","Moins de 1 an","Année","79.6"
"2009","Association Européenne de Libre Echange (AELE)","Total","Moins de 1 an","Année","81.9"
"2009","Grèce","Total","Moins de 1 an","Année","80.4"
"2009","Espagne","Total","Moins de 1 an","Année","81.9"
"2009","Union européenne - 27 pays (2007-2013)","Total","Moins de 1 an","Année","79.7"
"2009","Union européenne - 27 pays (à partir de 2020)","Total","Moins de 1 an","Année","79.5"
"2009","Union européenne - 28 pays (2013-2020)","Total","Moins de 1 an","Année","79.6"
"2009","Finlande","Total","Moins de 1 an","Année","80.1"
"2009","France","Total","Moins de 1 an","Année","81.5"
"2009","France (métropolitaine)","Total","Moins de 1 an","Année","81.6"
"2009","Géorgie","Total","Moins de 1 an","Année","73.3"
"2009","Croatie","Total","Moins de 1 an","Année","76.3"
"2009","Hongrie","Total","Moins de 1 an","Année","74.4"
"2009","Irlande","Total","Moins de 1 an","Année","80.2"
"2009","Islande","Total","Moins de 1 an","Année","81.8"
"2009","Italie","Total","Moins de 1 an","Année","81.8"
"2009","Liechtenstein","Total","Moins de 1 an","Année","81.7"
"2009","Lituanie","Total","Moins de 1 an","Année","72.9"
"2009","Luxembourg","Total","Moins de 1 an","Année","80.8"
"2009","Lettonie","Total","Moins de 1 an","Année","72.8"
"2009","Moldavie","Total","Moins de 1 an","Année","69.4"
"2009","Monténégro","Total","Moins de 1 an","Année","75.2"
"2009","Macédoine du Nord","Total","Moins de 1 an","Année","74.4"
"2009","Malte","Total","Moins de 1 an","Année","80.4"
"2009","Pays-Bas","Total","Moins de 1 an","Année","80.9"
"2009","Norvège","Total","Moins de 1 an","Année","81.0"
"2009","Pologne","Total","Moins de 1 an","Année","75.9"
"2009","Portugal","Total","Moins de 1 an","Année","79.7"
"2009","Roumanie","Total","Moins de 1 an","Année","73.7"
"2009","Serbie","Total","Moins de 1 an","Année","74.0"
"2009","Russie","Total","Moins de 1 an","Année","68.7"
"2009","Suède","Total","Moins de 1 an","Année","81.5"
"2009","Slovénie","Total","Moins de 1 an","Année","79.4"
"2009","Slovaquie","Total","Moins de 1 an","Année","75.3"
"2009","Saint-Marin","Total","Moins de 1 an","Année",":"
"2009","Turquie","Total","Moins de 1 an","Année","76.0"
"2009","Ukraine","Total","Moins de 1 an","Année",":"
"2009","Royaume-Uni","Total","Moins de 1 an","Année","80.4"
"2009","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2010","Andorre","Total","Moins de 1 an","Année",":"
"2010","Albanie","Total","Moins de 1 an","Année",":"
"2010","Arménie","Total","Moins de 1 an","Année",":"
"2010","Autriche","Total","Moins de 1 an","Année","80.7"
"2010","Azerbaïdjan","Total","Moins de 1 an","Année","73.6"
"2010","Belgique","Total","Moins de 1 an","Année","80.3"
"2010","Bulgarie","Total","Moins de 1 an","Année","73.8"
"2010","Biélorussie","Total","Moins de 1 an","Année",":"
"2010","Suisse","Total","Moins de 1 an","Année","82.7"
"2010","Chypre","Total","Moins de 1 an","Année","81.5"
"2010","Tchéquie","Total","Moins de 1 an","Année","77.7"
"2010","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.5"
"2010","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.5"
"2010","Danemark","Total","Moins de 1 an","Année","79.3"
"2010","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","81.1"
"2010","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","81.1"
"2010","Estonie","Total","Moins de 1 an","Année","76.0"
"2010","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","80.0"
"2010","Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)","Total","Moins de 1 an","Année","79.9"
"2010","Association Européenne de Libre Echange (AELE)","Total","Moins de 1 an","Année","82.1"
"2010","Grèce","Total","Moins de 1 an","Année","80.6"
"2010","Espagne","Total","Moins de 1 an","Année","82.4"
"2010","Union européenne - 27 pays (2007-2013)","Total","Moins de 1 an","Année","80.0"
"2010","Union européenne - 27 pays (à partir de 2020)","Total","Moins de 1 an","Année","79.8"
"2010","Union européenne - 28 pays (2013-2020)","Total","Moins de 1 an","Année","79.9"
"2010","Finlande","Total","Moins de 1 an","Année","80.2"
"2010","France","Total","Moins de 1 an","Année","81.8"
"2010","France (métropolitaine)","Total","Moins de 1 an","Année","81.9"
"2010","Géorgie","Total","Moins de 1 an","Année","74.5"
"2010","Croatie","Total","Moins de 1 an","Année","76.7"
"2010","Hongrie","Total","Moins de 1 an","Année","74.7"
"2010","Irlande","Total","Moins de 1 an","Année","80.8"
"2010","Islande","Total","Moins de 1 an","Année","81.9"
"2010","Italie","Total","Moins de 1 an","Année","82.2"
"2010","Liechtenstein","Total","Moins de 1 an","Année","81.8"
"2010","Lituanie","Total","Moins de 1 an","Année","73.3"
"2010","Luxembourg","Total","Moins de 1 an","Année","80.8"
"2010","Lettonie","Total","Moins de 1 an","Année","73.1"
"2010","Moldavie","Total","Moins de 1 an","Année","69.1"
"2010","Monténégro","Total","Moins de 1 an","Année","76.1"
"2010","Macédoine du Nord","Total","Moins de 1 an","Année","75.0"
"2010","Malte","Total","Moins de 1 an","Année","81.5"
"2010","Pays-Bas","Total","Moins de 1 an","Année","81.0"
"2010","Norvège","Total","Moins de 1 an","Année","81.2"
"2010","Pologne","Total","Moins de 1 an","Année","76.4"
"2010","Portugal","Total","Moins de 1 an","Année","80.1"
"2010","Roumanie","Total","Moins de 1 an","Année","73.7"
"2010","Serbie","Total","Moins de 1 an","Année","74.4"
"2010","Russie","Total","Moins de 1 an","Année","68.9"
"2010","Suède","Total","Moins de 1 an","Année","81.6"
"2010","Slovénie","Total","Moins de 1 an","Année","79.8"
"2010","Slovaquie","Total","Moins de 1 an","Année","75.6"
"2010","Saint-Marin","Total","Moins de 1 an","Année",":"
"2010","Turquie","Total","Moins de 1 an","Année","76.8"
"2010","Ukraine","Total","Moins de 1 an","Année","70.3"
"2010","Royaume-Uni","Total","Moins de 1 an","Année","80.6"
"2010","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2011","Andorre","Total","Moins de 1 an","Année",":"
"2011","Albanie","Total","Moins de 1 an","Année",":"
"2011","Arménie","Total","Moins de 1 an","Année",":"
"2011","Autriche","Total","Moins de 1 an","Année","81.1"
"2011","Azerbaïdjan","Total","Moins de 1 an","Année",":"
"2011","Belgique","Total","Moins de 1 an","Année","80.7"
"2011","Bulgarie","Total","Moins de 1 an","Année","74.2"
"2011","Biélorussie","Total","Moins de 1 an","Année","70.7"
"2011","Suisse","Total","Moins de 1 an","Année","82.8"
"2011","Chypre","Total","Moins de 1 an","Année","81.2"
"2011","Tchéquie","Total","Moins de 1 an","Année","78.0"
"2011","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.6"
"2011","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.6"
"2011","Danemark","Total","Moins de 1 an","Année","79.9"
"2011","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","81.4"
"2011","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","81.3"
"2011","Estonie","Total","Moins de 1 an","Année","76.6"
"2011","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","80.3"
"2011","Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)","Total","Moins de 1 an","Année","80.3"
"2011","Association Européenne de Libre Echange (AELE)","Total","Moins de 1 an","Année","82.3"
"2011","Grèce","Total","Moins de 1 an","Année","80.8"
"2011","Espagne","Total","Moins de 1 an","Année","82.6"
"2011","Union européenne - 27 pays (2007-2013)","Total","Moins de 1 an","Année","80.3"
"2011","Union européenne - 27 pays (à partir de 2020)","Total","Moins de 1 an","Année","80.1"
"2011","Union européenne - 28 pays (2013-2020)","Total","Moins de 1 an","Année","80.2"
"2011","Finlande","Total","Moins de 1 an","Année","80.6"
"2011","France","Total","Moins de 1 an","Année","82.3"
"2011","France (métropolitaine)","Total","Moins de 1 an","Année","82.3"
"2011","Géorgie","Total","Moins de 1 an","Année","74.5"
"2011","Croatie","Total","Moins de 1 an","Année","77.2"
"2011","Hongrie","Total","Moins de 1 an","Année","75.1"
"2011","Irlande","Total","Moins de 1 an","Année","80.9"
"2011","Islande","Total","Moins de 1 an","Année","82.4"
"2011","Italie","Total","Moins de 1 an","Année","82.4"
"2011","Liechtenstein","Total","Moins de 1 an","Année","81.9"
"2011","Lituanie","Total","Moins de 1 an","Année","73.7"
"2011","Luxembourg","Total","Moins de 1 an","Année","81.1"
"2011","Lettonie","Total","Moins de 1 an","Année","73.9"
"2011","Moldavie","Total","Moins de 1 an","Année","71.0"
"2011","Monténégro","Total","Moins de 1 an","Année","76.1"
"2011","Macédoine du Nord","Total","Moins de 1 an","Année","75.1"
"2011","Malte","Total","Moins de 1 an","Année","80.9"
"2011","Pays-Bas","Total","Moins de 1 an","Année","81.3"
"2011","Norvège","Total","Moins de 1 an","Année","81.4"
"2011","Pologne","Total","Moins de 1 an","Année","76.8"
"2011","Portugal","Total","Moins de 1 an","Année","80.7"
"2011","Roumanie","Total","Moins de 1 an","Année","74.4"
"2011","Serbie","Total","Moins de 1 an","Année","74.6"
"2011","Russie","Total","Moins de 1 an","Année",":"
"2011","Suède","Total","Moins de 1 an","Année","81.9"
"2011","Slovénie","Total","Moins de 1 an","Année","80.1"
"2011","Slovaquie","Total","Moins de 1 an","Année","76.1"
"2011","Saint-Marin","Total","Moins de 1 an","Année",":"
"2011","Turquie","Total","Moins de 1 an","Année","77.1"
"2011","Ukraine","Total","Moins de 1 an","Année","71.1"
"2011","Royaume-Uni","Total","Moins de 1 an","Année","81.0"
"2011","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2012","Andorre","Total","Moins de 1 an","Année",":"
"2012","Albanie","Total","Moins de 1 an","Année",":"
"2012","Arménie","Total","Moins de 1 an","Année",":"
"2012","Autriche","Total","Moins de 1 an","Année","81.1"
"2012","Azerbaïdjan","Total","Moins de 1 an","Année","74.1"
"2012","Belgique","Total","Moins de 1 an","Année","80.5"
"2012","Bulgarie","Total","Moins de 1 an","Année","74.4"
"2012","Biélorussie","Total","Moins de 1 an","Année","72.3"
"2012","Suisse","Total","Moins de 1 an","Année","82.8"
"2012","Chypre","Total","Moins de 1 an","Année","81.1"
"2012","Tchéquie","Total","Moins de 1 an","Année","78.1"
"2012","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.7"
"2012","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.7"
"2012","Danemark","Total","Moins de 1 an","Année","80.2"
"2012","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","81.4"
"2012","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","81.3"
"2012","Estonie","Total","Moins de 1 an","Année","76.7"
"2012","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","80.3"
"2012","Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)","Total","Moins de 1 an","Année","80.3"
"2012","Association Européenne de Libre Echange (AELE)","Total","Moins de 1 an","Année","82.3"
"2012","Grèce","Total","Moins de 1 an","Année","80.7"
"2012","Espagne","Total","Moins de 1 an","Année","82.5"
"2012","Union européenne - 27 pays (2007-2013)","Total","Moins de 1 an","Année","80.3"
"2012","Union européenne - 27 pays (à partir de 2020)","Total","Moins de 1 an","Année","80.2"
"2012","Union européenne - 28 pays (2013-2020)","Total","Moins de 1 an","Année","80.3"
"2012","Finlande","Total","Moins de 1 an","Année","80.7"
"2012","France","Total","Moins de 1 an","Année","82.1"
"2012","France (métropolitaine)","Total","Moins de 1 an","Année","82.1"
"2012","Géorgie","Total","Moins de 1 an","Année",":"
"2012","Croatie","Total","Moins de 1 an","Année","77.3"
"2012","Hongrie","Total","Moins de 1 an","Année","75.3"
"2012","Irlande","Total","Moins de 1 an","Année","80.9"
"2012","Islande","Total","Moins de 1 an","Année","83.0"
"2012","Italie","Total","Moins de 1 an","Année","82.4"
"2012","Liechtenstein","Total","Moins de 1 an","Année","82.5"
"2012","Lituanie","Total","Moins de 1 an","Année","74.1"
"2012","Luxembourg","Total","Moins de 1 an","Année","81.5"
"2012","Lettonie","Total","Moins de 1 an","Année","74.1"
"2012","Moldavie","Total","Moins de 1 an","Année","71.0"
"2012","Monténégro","Total","Moins de 1 an","Année","76.3"
"2012","Macédoine du Nord","Total","Moins de 1 an","Année","74.9"
"2012","Malte","Total","Moins de 1 an","Année","80.9"
"2012","Pays-Bas","Total","Moins de 1 an","Année","81.2"
"2012","Norvège","Total","Moins de 1 an","Année","81.5"
"2012","Pologne","Total","Moins de 1 an","Année","76.9"
"2012","Portugal","Total","Moins de 1 an","Année","80.6"
"2012","Roumanie","Total","Moins de 1 an","Année","74.4"
"2012","Serbie","Total","Moins de 1 an","Année","74.9"
"2012","Russie","Total","Moins de 1 an","Année",":"
"2012","Suède","Total","Moins de 1 an","Année","81.8"
"2012","Slovénie","Total","Moins de 1 an","Année","80.3"
"2012","Slovaquie","Total","Moins de 1 an","Année","76.3"
"2012","Saint-Marin","Total","Moins de 1 an","Année","85.6"
"2012","Turquie","Total","Moins de 1 an","Année","77.6"
"2012","Ukraine","Total","Moins de 1 an","Année","71.2"
"2012","Royaume-Uni","Total","Moins de 1 an","Année","81.0"
"2012","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Moins de 1 an","Année",":"
"2013","Andorre","Total","Moins de 1 an","Année",":"
"2013","Albanie","Total","Moins de 1 an","Année","77.9"
"2013","Arménie","Total","Moins de 1 an","Année",":"
"2013","Autriche","Total","Moins de 1 an","Année","81.3"
"2013","Azerbaïdjan","Total","Moins de 1 an","Année","74.7"
"2013","Belgique","Total","Moins de 1 an","Année","80.7"
"2013","Bulgarie","Total","Moins de 1 an","Année","74.9"
"2013","Biélorussie","Total","Moins de 1 an","Année","72.7"
"2013","Suisse","Total","Moins de 1 an","Année","82.9"
"2013","Chypre","Total","Moins de 1 an","Année","82.5"
"2013","Tchéquie","Total","Moins de 1 an","Année","78.3"
"2013","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Moins de 1 an","Année","80.6"
"2013","Allemagne incluant l'ancienne RDA","Total","Moins de 1 an","Année","80.6"
"2013","Danemark","Total","Moins de 1 an","Année","80.4"
"2013","Zone euro - 18 pays (2014)","Total","Moins de 1 an","Année","81.7"
"2013","Zone euro - 19 pays (à partir de 2015)","Total","Moins de 1 an","Année","81.6"
"2013","Estonie","Total","Moins de 1 an","Année","77.5"
"2013","Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)","Total","Moins de 1 an","Année","80.6"
