
Election présidentielle 2022
Période du 11 au 17 avril 2022
Temps de parole sur MACRON EMMANUEL

Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
LCI;Soutiens;00:39:41;02:44:39;02:13:12;00:00:14;
LCI;"Total temps de parole";00:46:31;06:06:49;02:45:21;00:07:57;
LCI;"Total temps d'antenne";01:48:51;12:58:45;06:59:12;01:02:40;
FranceinfoTV;Candidat;00:51:13;02:20:45;01:05:28;00:14:46;
FranceinfoTV;Soutiens;00:58:49;01:25:30;00:36:46;00:06:24;
FranceinfoTV;"Total temps de parole";01:50:02;03:46:15;01:42:14;00:21:10;
FranceinfoTV;"Total temps d'antenne";02:49:02;10:02:49;06:01:25;01:00:06;
FranceInter;Candidat;00:05:20;00:06:27;00:07:33;00:01:27;
FranceInter;Soutiens;00:47:37;00:34:44;00:06:28;00:05:58;
FranceInter;"Total temps de parole";00:52:57;00:41:11;00:14:01;00:07:25;
FranceInter;"Total temps d'antenne";01:28:11;01:23:26;01:13:34;00:21:56;
FranceInfo;Candidat;00:25:09;00:59:55;00:37:15;00:16:35;
FranceInfo;Soutiens;01:04:58;00:44:27;00:46:25;00:10:32;
FranceInfo;"Total temps de parole";01:30:07;01:44:22;01:23:40;00:27:07;
FranceInfo;"Total temps d'antenne";02:31:41;05:21:05;04:17:04;03:11:48;
FranceCulture;Candidat;00:05:42;00:03:15;00:04:20;00:00:00;
FranceCulture;Soutiens;00:04:20;00:16:29;00:12:53;00:00:00;
FranceCulture;"Total temps de parole";00:10:02;00:19:44;00:17:13;00:00:00;
FranceCulture;"Total temps d'antenne";00:57:29;00:54:48;00:39:24;00:00:00;
RTL;Candidat;00:06:52;00:06:35;00:13:01;00:05:38;
RTL;Soutiens;00:48:37;00:47:37;00:22:37;00:09:55;
RTL;"Total temps de parole";00:55:29;00:54:12;00:35:38;00:15:33;
RTL;"Total temps d'antenne";01:47:03;01:35:16;01:12:13;00:37:06;
Europe1;Candidat;00:04:07;01:27:35;01:03:10;00:06:36;
Europe1;Soutiens;00:48:20;00:58:02;01:44:20;00:02:10;
Europe1;"Total temps de parole";00:52:27;02:25:37;02:47:30;00:08:46;
Europe1;"Total temps d'antenne";01:23:39;02:46:30;03:32:30;00:25:54;
RMC;Candidat;00:07:59;00:09:09;00:00:00;00:10:32;
RMC;Soutiens;01:45:28;01:23:01;00:00:00;01:27:13;
RMC;"Total temps de parole";01:53:27;01:32:10;00:00:00;01:37:45;
RMC;"Total temps d'antenne";02:26:15;02:14:32;00:00:00;02:07:36;
BFMBusiness;Candidat;00:06:53;00:02:01;00:05:40;00:00:00;
BFMBusiness;Soutiens;00:09:03;00:00:42;00:39:48;00:10:49;
BFMBusiness;"Total temps de parole";00:15:56;00:02:43;00:45:28;00:10:49;
BFMBusiness;"Total temps d'antenne";00:20:53;00:18:28;00:56:26;00:26:34;
RadioClassique;Candidat;00:03:58;00:00:00;00:00:00;00:00:55;
RadioClassique;Soutiens;00:00:54;00:00:00;00:00:00;00:00:09;
RadioClassique;"Total temps de parole";00:04:52;00:00:00;00:00:00;00:01:04;
RadioClassique;"Total temps d'antenne";01:19:01;00:08:38;00:01:45;00:53:45;
SudRadio;Candidat;00:07:19;00:02:01;00:00:00;00:00:00;
SudRadio;Soutiens;00:44:11;00:30:32;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:51:30;00:32:33;00:00:00;00:00:00;
SudRadio;"Total temps d'antenne";01:21:36;00:46:33;00:03:19;00:00:00;
TV5Monde;Candidat;00:19:04;00:01:33;00:06:28;00:00:00;
TV5Monde;Soutiens;00:19:37;00:01:08;00:09:37;00:00:00;
TV5Monde;"Total temps de parole";00:38:41;00:02:41;00:16:05;00:00:00;
TV5Monde;"Total temps d'antenne";01:10:26;00:22:48;00:52:40;00:13:36;
Euronews;Candidat;00:08:18;00:24:38;00:08:17;00:07:04;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:08:18;00:24:38;00:08:17;00:07:04;
Euronews;"Total temps d'antenne";00:26:46;00:39:22;00:50:46;00:47:37;
RFI;Candidat;00:08:20;00:11:23;00:03:44;00:10:49;
RFI;Soutiens;00:11:15;00:04:52;00:42:03;00:02:58;
RFI;"Total temps de parole";00:19:35;00:16:15;00:45:47;00:13:47;
RFI;"Total temps d'antenne";00:29:37;00:35:37;01:04:04;00:30:28;
France24;Candidat;00:08:12;00:34:46;00:15:13;00:14:46;
France24;Soutiens;00:13:30;00:12:03;00:33:23;00:06:24;
France24;"Total temps de parole";00:21:42;00:46:49;00:48:36;00:21:10;
France24;"Total temps d'antenne";01:22:18;04:13:23;02:42:54;01:00:06;
"RMC Story";Candidat;00:06:28;00:05:49;00:00:00;00:00:00;
"RMC Story";Soutiens;00:37:13;00:51:21;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:43:41;00:57:10;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";01:14:39;01:27:01;00:00:00;00:00:00;
